hydrometer_id;cat_period_id;value;value_date
100;5;8,776;01/05/15
101;5;4,193;01/05/15
102;5;5,76;01/05/15
103;5;7,136;01/05/15
104;5;3,422;01/05/15
105;5;8,101;01/05/15
106;5;8,898;01/05/15
107;5;6,242;01/05/15
108;5;4,321;01/05/15
109;5;11,024;01/05/15
110;5;7,856;01/05/15
111;5;6,257;01/05/15
112;5;7,736;01/05/15
113;5;8,087;01/05/15
114;5;5,765;01/05/15
115;5;11,985;01/05/15
116;5;5,468;01/05/15
117;5;9,431;01/05/15
118;5;7,702;01/05/15
119;5;4,787;01/05/15
120;5;11,161;01/05/15
121;5;9,455;01/05/15
122;5;8,822;01/05/15
123;5;11,103;01/05/15
124;5;9,71;01/05/15
125;5;3,047;01/05/15
126;5;9,294;01/05/15
127;5;7,963;01/05/15
128;5;4,071;01/05/15
129;5;8,49;01/05/15
130;5;7,472;01/05/15
131;5;3,077;01/05/15
132;5;6,145;01/05/15
133;5;10,841;01/05/15
134;5;10,216;01/05/15
135;5;11,678;01/05/15
136;5;11,981;01/05/15
137;5;7,639;01/05/15
138;5;3,407;01/05/15
139;5;9,573;01/05/15
140;5;6,058;01/05/15
141;5;8,938;01/05/15
142;5;6,102;01/05/15
143;5;5,064;01/05/15
144;5;5,099;01/05/15
145;5;11,772;01/05/15
146;5;7,823;01/05/15
147;5;7,588;01/05/15
148;5;4,945;01/05/15
149;5;10,721;01/05/15
150;5;4,577;01/05/15
151;5;6,956;01/05/15
152;5;6,08;01/05/15
153;5;6,098;01/05/15
154;5;7,98;01/05/15
155;5;3,613;01/05/15
156;5;4,407;01/05/15
157;5;5,854;01/05/15
158;5;3,236;01/05/15
159;5;10,665;01/05/15
160;5;3,58;01/05/15
161;5;11,68;01/05/15
162;5;8,99;02/05/15
163;5;9,544;02/05/15
164;5;5,943;02/05/15
165;5;3,472;02/05/15
166;5;8,805;02/05/15
167;5;7,107;02/05/15
168;5;3,623;02/05/15
169;5;10,227;02/05/15
170;5;5,483;02/05/15
171;5;6,262;02/05/15
172;5;10,549;02/05/15
173;5;11,458;02/05/15
174;5;7,453;02/05/15
175;5;11,458;02/05/15
176;5;3,317;02/05/15
177;5;10,467;02/05/15
178;5;10,489;02/05/15
179;5;10,385;02/05/15
180;5;3,012;02/05/15
181;5;7,413;02/05/15
182;5;8,128;02/05/15
183;5;7,388;02/05/15
184;5;9,313;02/05/15
185;5;8,583;02/05/15
186;5;8,656;02/05/15
187;5;9,463;02/05/15
188;5;4,033;02/05/15
189;5;9,526;02/05/15
190;5;4,219;02/05/15
191;5;11,485;02/05/15
192;5;4,863;02/05/15
193;5;6,642;02/05/15
194;5;5,489;02/05/15
195;5;4,478;02/05/15
196;5;10,33;02/05/15
197;5;4,728;02/05/15
198;5;11,307;02/05/15
199;5;9,962;02/05/15
200;5;7,6;02/05/15
201;5;11,595;02/05/15
202;5;9,924;02/05/15
203;5;7,298;02/05/15
204;5;8,709;02/05/15
205;5;6,76;02/05/15
206;5;11,696;02/05/15
207;5;5,446;02/05/15
208;5;5,075;02/05/15
209;5;4,272;02/05/15
210;5;7,157;02/05/15
211;5;11,812;02/05/15
212;5;10,606;02/05/15
213;5;8,042;02/05/15
214;5;5,023;02/05/15
215;5;5,103;02/05/15
216;5;9,428;02/05/15
217;5;3,248;02/05/15
218;5;8,956;02/05/15
219;5;7,855;02/05/15
220;5;8,978;02/05/15
221;5;3,209;02/05/15
222;5;11,58;02/05/15
223;5;8,841;02/05/15
224;5;8,82;02/05/15
225;5;9,863;02/05/15
226;5;10,678;02/05/15
227;5;11,137;02/05/15
228;5;10,637;02/05/15
229;5;3,959;02/05/15
230;5;8,855;02/05/15
231;5;10,904;02/05/15
232;5;6,03;02/05/15
233;5;3,36;02/05/15
234;5;11,447;02/05/15
235;5;4,606;02/05/15
236;5;6,939;02/05/15
237;5;6,701;02/05/15
238;5;11,535;02/05/15
239;5;8,023;02/05/15
240;5;7,327;02/05/15
241;5;8,206;02/05/15
242;5;6,385;02/05/15
243;5;4,862;02/05/15
244;5;8,486;02/05/15
245;5;3,806;02/05/15
246;5;3,225;02/05/15
247;5;5,718;02/05/15
248;5;3,309;02/05/15
249;5;9,736;02/05/15
250;5;4,69;02/05/15
251;5;6,809;02/05/15
252;5;10,311;02/05/15
253;5;9,151;02/05/15
254;5;5,636;02/05/15
255;5;4,997;02/05/15
256;5;7,236;02/05/15
257;5;3,932;02/05/15
258;5;6,028;02/05/15
259;5;7,367;02/05/15
260;5;8,628;02/05/15
261;5;9,354;02/05/15
262;5;8,264;02/05/15
263;5;9,906;02/05/15
264;5;5,644;02/05/15
265;5;9,05;02/05/15
266;5;6,849;02/05/15
267;5;4,244;02/05/15
268;5;9,651;02/05/15
269;5;9,986;02/05/15
270;5;4,039;02/05/15
271;5;3,185;02/05/15
272;5;7,426;02/05/15
273;5;9,131;02/05/15
274;5;6,679;02/05/15
275;5;3,985;02/05/15
276;5;9,779;02/05/15
277;5;3,853;02/05/15
278;5;3,432;02/05/15
279;5;9,436;02/05/15
280;5;4,53;02/05/15
281;5;10,387;02/05/15
282;5;11,577;02/05/15
283;5;6,74;02/05/15
284;5;9,753;02/05/15
285;5;10,42;02/05/15
286;5;7,451;02/05/15
287;5;5,164;02/05/15
288;5;10,59;02/05/15
289;5;8,469;02/05/15
290;5;6,487;02/05/15
291;5;6,342;02/05/15
292;5;9,201;02/05/15
293;5;11,533;02/05/15
294;5;6,944;02/05/15
295;5;10,208;02/05/15
296;5;4,831;02/05/15
297;5;7,711;02/05/15
298;5;6,396;02/05/15
299;5;4,711;02/05/15
300;5;7,422;02/05/15
301;5;6,846;02/05/15
302;5;7,446;02/05/15
303;5;3,232;02/05/15
304;5;7,559;02/05/15
305;5;10,236;02/05/15
306;5;11,229;02/05/15
307;5;9,955;02/05/15
308;5;4,131;02/05/15
309;5;10,132;02/05/15
310;5;4,644;02/05/15
311;5;8,927;02/05/15
312;5;6,986;02/05/15
313;5;7,882;02/05/15
314;5;6,366;02/05/15
315;5;9,821;02/05/15
316;5;10,626;02/05/15
317;5;7,561;02/05/15
318;5;8,419;02/05/15
319;5;4,368;02/05/15
320;5;4,822;02/05/15
321;5;9,447;02/05/15
322;5;6,104;03/05/15
323;5;10,56;03/05/15
324;5;6,317;03/05/15
325;5;7,761;03/05/15
326;5;9,078;03/05/15
327;5;3,849;03/05/15
328;5;8,534;03/05/15
329;5;6,423;03/05/15
330;5;8,52;03/05/15
331;5;6,338;03/05/15
332;5;6,679;03/05/15
333;5;11,246;03/05/15
334;5;3,538;03/05/15
335;5;3,626;03/05/15
336;5;10,951;03/05/15
337;5;4,254;03/05/15
338;5;5,564;03/05/15
339;5;8,003;03/05/15
340;5;7,682;03/05/15
341;5;9,114;03/05/15
342;5;8,816;03/05/15
343;5;9,127;03/05/15
344;5;11,944;03/05/15
345;5;10,452;03/05/15
346;5;6,32;03/05/15
347;5;5,608;03/05/15
348;5;9,353;03/05/15
349;5;4,528;03/05/15
350;5;3,735;03/05/15
351;5;9,486;03/05/15
352;5;3,284;03/05/15
353;5;11,223;03/05/15
354;5;3,623;03/05/15
355;5;5,332;03/05/15
356;5;8,641;03/05/15
357;5;8,283;03/05/15
358;5;6,583;03/05/15
359;5;7,309;03/05/15
360;5;11,299;03/05/15
361;5;3,431;03/05/15
362;5;10,222;03/05/15
363;5;11,991;03/05/15
364;5;3,797;03/05/15
365;5;9,273;03/05/15
366;5;10,829;03/05/15
367;5;11,034;03/05/15
368;5;9,211;03/05/15
369;5;11,277;03/05/15
370;5;10,276;03/05/15
371;5;5,434;03/05/15
372;5;5,559;03/05/15
373;5;7,307;03/05/15
374;5;10,126;03/05/15
375;5;8,003;03/05/15
376;5;11,894;03/05/15
377;5;9,735;03/05/15
378;5;7,797;03/05/15
379;5;10,336;03/05/15
380;5;4,411;03/05/15
381;5;11,924;03/05/15
382;5;5,67;03/05/15
383;5;4,103;03/05/15
384;5;11,441;03/05/15
385;5;8,956;03/05/15
386;5;3,868;03/05/15
387;5;6,415;03/05/15
388;5;6,526;03/05/15
389;5;5,18;03/05/15
390;5;3,498;03/05/15
391;5;4,811;03/05/15
392;5;5,638;03/05/15
393;5;10,699;03/05/15
394;5;9,609;03/05/15
395;5;11,229;03/05/15
396;5;11,312;03/05/15
397;5;10,86;03/05/15
398;5;10,32;03/05/15
399;5;5,487;03/05/15
400;5;3,052;03/05/15
401;5;3,776;03/05/15
402;5;7,158;03/05/15
403;5;11,912;03/05/15
404;5;8,144;03/05/15
405;5;3,341;03/05/15
406;5;10,594;03/05/15
407;5;4,065;03/05/15
408;5;3,683;03/05/15
409;5;5,576;03/05/15
410;5;6,642;03/05/15
411;5;9,143;03/05/15
412;5;4,124;03/05/15
413;5;9,026;03/05/15
414;5;6,379;03/05/15
415;5;4,611;03/05/15
416;5;5,98;03/05/15
417;5;4,856;03/05/15
418;5;8,337;03/05/15
419;5;10,241;03/05/15
420;5;3,437;03/05/15
421;5;11,274;03/05/15
422;5;9,455;03/05/15
423;5;3,147;03/05/15
424;5;10,148;03/05/15
425;5;9,223;03/05/15
426;5;4,006;03/05/15
427;5;11,971;03/05/15
428;5;4,275;03/05/15
429;5;10,195;03/05/15
430;5;9,772;03/05/15
431;5;10,996;03/05/15
432;5;6,64;03/05/15
433;5;10,105;03/05/15
434;5;3,06;03/05/15
435;5;3,687;03/05/15
436;5;4,904;03/05/15
437;5;3,473;03/05/15
438;5;6,096;03/05/15
439;5;7,074;03/05/15
440;5;6,029;03/05/15
441;5;5,27;03/05/15
442;5;11,962;03/05/15
443;5;9,998;03/05/15
444;5;7,118;03/05/15
445;5;3,365;03/05/15
446;5;8,511;03/05/15
447;5;6,745;03/05/15
448;5;4,341;03/05/15
449;5;6,673;03/05/15
450;5;11,242;03/05/15
451;5;4,577;03/05/15
452;5;4,379;03/05/15
453;5;9,335;03/05/15
454;5;3,781;03/05/15
455;5;3,063;03/05/15
456;5;3,609;03/05/15
457;5;6,052;03/05/15
458;5;7,224;03/05/15
459;5;7,126;03/05/15
460;5;10,503;03/05/15
461;5;10,526;03/05/15
462;5;10,144;03/05/15
463;5;8,695;03/05/15
464;5;4,29;03/05/15
465;5;5,398;03/05/15
466;5;11,574;03/05/15
467;5;5,542;03/05/15
468;5;11,056;03/05/15
469;5;3,405;03/05/15
470;5;5,76;03/05/15
471;5;10,362;03/05/15
472;5;6,364;03/05/15
473;5;3,84;03/05/15
474;5;11,713;03/05/15
475;5;10,194;03/05/15
476;5;9,86;03/05/15
477;5;10,025;03/05/15
478;5;6,556;03/05/15
479;5;9,106;03/05/15
480;5;6,421;03/05/15
481;5;11,823;03/05/15
482;5;6,745;04/05/15
483;5;8,275;04/05/15
484;5;3,669;04/05/15
485;5;6,115;04/05/15
486;5;9,559;04/05/15
487;5;8,953;04/05/15
488;5;3,578;04/05/15
489;5;7,949;04/05/15
490;5;11,979;04/05/15
491;5;8,121;04/05/15
492;5;5,225;04/05/15
493;5;11,572;04/05/15
494;5;10,711;04/05/15
495;5;9,12;04/05/15
496;5;10,954;04/05/15
497;5;11,422;04/05/15
498;5;11,211;04/05/15
499;5;8,662;04/05/15
500;5;9,055;04/05/15
501;5;4,637;04/05/15
502;5;6,155;04/05/15
503;5;6,09;04/05/15
504;5;8,321;04/05/15
505;5;8,357;04/05/15
506;5;5,742;04/05/15
507;5;9,836;04/05/15
508;5;3,091;04/05/15
509;5;6,635;04/05/15
510;5;3,516;04/05/15
511;5;9,342;04/05/15
512;5;4,525;04/05/15
513;5;7,9;04/05/15
514;5;8,711;04/05/15
515;5;9,087;04/05/15
516;5;5,731;04/05/15
517;5;9,238;04/05/15
518;5;10,964;04/05/15
519;5;6,093;04/05/15
520;5;11,908;04/05/15
521;5;4,577;04/05/15
522;5;5,015;04/05/15
523;5;4,58;04/05/15
524;5;9,555;04/05/15
525;5;6,884;04/05/15
526;5;10,385;04/05/15
527;5;10,387;04/05/15
528;5;8,805;04/05/15
529;5;3,518;04/05/15
530;5;5,737;04/05/15
531;5;7,741;04/05/15
532;5;8,449;04/05/15
533;5;9,411;04/05/15
534;5;9,248;04/05/15
535;5;3,973;04/05/15
536;5;8,849;04/05/15
537;5;7,873;04/05/15
538;5;11,59;04/05/15
539;5;11,188;04/05/15
540;5;4,742;04/05/15
541;5;11,15;04/05/15
542;5;5,798;04/05/15
543;5;3,866;04/05/15
544;5;7,487;04/05/15
545;5;4,589;04/05/15
546;5;7,525;04/05/15
547;5;4,742;04/05/15
548;5;8,588;04/05/15
549;5;8,87;04/05/15
550;5;9,861;04/05/15
551;5;4,475;04/05/15
552;5;11,778;04/05/15
553;5;5,7;04/05/15
554;5;6,466;04/05/15
555;5;6,044;04/05/15
556;5;3,81;04/05/15
557;5;7,282;04/05/15
558;5;9,621;04/05/15
559;5;4,756;04/05/15
560;5;6,695;04/05/15
561;5;5,609;04/05/15
562;5;8,856;04/05/15
563;5;7,555;04/05/15
564;5;8,179;04/05/15
565;5;5,476;04/05/15
566;5;7,765;04/05/15
567;5;7,231;04/05/15
568;5;9,564;04/05/15
569;5;4,133;04/05/15
570;5;10,114;04/05/15
571;5;6,78;04/05/15
572;5;6,534;04/05/15
573;5;3,647;04/05/15
574;5;7,03;04/05/15
575;5;3,325;04/05/15
576;5;4,206;04/05/15
577;5;6,619;04/05/15
578;5;5,448;04/05/15
579;5;4,635;04/05/15
580;5;6,608;04/05/15
581;5;11,841;04/05/15
582;5;7,225;04/05/15
583;5;11,149;04/05/15
584;5;3,784;04/05/15
585;5;3,031;04/05/15
586;5;3,197;04/05/15
587;5;8,833;04/05/15
588;5;4,401;04/05/15
589;5;3,205;04/05/15
590;5;4,698;04/05/15
591;5;10,323;04/05/15
592;5;5,616;04/05/15
593;5;9,596;04/05/15
594;5;11,521;04/05/15
595;5;4,005;04/05/15
596;5;7,301;04/05/15
597;5;3,203;04/05/15
598;5;4,211;04/05/15
599;5;6,561;04/05/15
600;5;7,568;04/05/15
604;5;5,55;04/05/15
605;5;4,873;04/05/15
606;5;4,147;04/05/15
607;5;7,77;04/05/15
608;5;11,251;04/05/15
609;5;9,506;04/05/15
610;5;7,37;04/05/15
611;5;4,171;04/05/15
612;5;3,467;04/05/15
613;5;8,357;04/05/15
614;5;5,326;04/05/15
615;5;5,819;04/05/15
616;5;10,053;04/05/15
617;5;4,629;04/05/15
618;5;11,1;04/05/15
619;5;6,189;04/05/15
620;5;8,78;04/05/15
621;5;7,646;04/05/15
622;5;4,295;04/05/15
623;5;7,799;04/05/15
624;5;8,528;04/05/15
625;5;10,626;04/05/15
626;5;7,136;04/05/15
627;5;5,871;04/05/15
628;5;7,513;04/05/15
629;5;10,678;04/05/15
630;5;7,325;04/05/15
631;5;7,684;04/05/15
632;5;5,75;04/05/15
633;5;8,27;04/05/15
634;5;9,125;04/05/15
635;5;7,427;04/05/15
636;5;9,532;04/05/15
637;5;3,808;04/05/15
638;5;9,322;04/05/15
639;5;7,458;04/05/15
640;5;11,071;04/05/15
641;5;5,739;04/05/15
642;5;9,422;04/05/15
643;5;7,397;04/05/15
644;5;4,168;04/05/15
645;5;10,619;05/05/15
646;5;3,795;05/05/15
647;5;11,259;05/05/15
648;5;10,523;05/05/15
649;5;7,324;05/05/15
650;5;10,561;05/05/15
651;5;6,473;05/05/15
652;5;6,341;05/05/15
653;5;7,393;05/05/15
654;5;4,501;05/05/15
655;5;8,665;05/05/15
656;5;4,433;05/05/15
657;5;4,706;05/05/15
658;5;7,581;05/05/15
659;5;4,492;05/05/15
660;5;11,385;05/05/15
661;5;8,417;05/05/15
662;5;5,365;05/05/15
663;5;7,044;05/05/15
664;5;9,667;05/05/15
665;5;8,26;05/05/15
666;5;10,739;05/05/15
667;5;4,394;05/05/15
668;5;4,309;05/05/15
669;5;11,123;05/05/15
670;5;4,042;05/05/15
671;5;8,111;05/05/15
672;5;5,313;05/05/15
673;5;4,066;05/05/15
674;5;9,13;05/05/15
675;5;9,807;05/05/15
676;5;7,328;05/05/15
677;5;8,266;05/05/15
678;5;9,043;05/05/15
679;5;11,283;05/05/15
680;5;6,198;05/05/15
681;5;4,832;05/05/15
682;5;10,245;05/05/15
683;5;3,559;05/05/15
684;5;9,099;05/05/15
685;5;8,462;05/05/15
686;5;4,64;05/05/15
687;5;3,634;05/05/15
688;5;10,233;05/05/15
689;5;8,994;05/05/15
690;5;3,176;05/05/15
691;5;6,818;05/05/15
692;5;6,602;05/05/15
693;5;5,655;05/05/15
694;5;5,7;05/05/15
695;5;3,627;05/05/15
696;5;6,892;05/05/15
697;5;9,609;05/05/15
698;5;6,261;05/05/15
699;5;11,438;05/05/15
700;5;10,973;05/05/15
701;5;5,588;05/05/15
702;5;3,452;05/05/15
703;5;10,415;05/05/15
704;5;9,144;05/05/15
705;5;3,877;05/05/15
706;5;10,932;05/05/15
707;5;5,192;05/05/15
708;5;6,509;05/05/15
709;5;4,641;05/05/15
710;5;9,248;05/05/15
711;5;9,091;05/05/15
712;5;3,169;05/05/15
713;5;6,554;05/05/15
714;5;5,465;05/05/15
715;5;4,218;05/05/15
716;5;4,753;05/05/15
717;5;4,687;05/05/15
718;5;7,093;05/05/15
719;5;5,726;05/05/15
720;5;4,486;05/05/15
721;5;6,673;05/05/15
722;5;6,512;05/05/15
723;5;3,105;05/05/15
724;5;5,738;05/05/15
725;5;11,306;05/05/15
726;5;9,064;05/05/15
727;5;7,534;05/05/15
728;5;8,364;05/05/15
729;5;3,775;05/05/15
730;5;5,777;05/05/15
731;5;7,627;05/05/15
732;5;3,914;05/05/15
733;5;10,416;05/05/15
734;5;9,944;05/05/15
735;5;4,466;05/05/15
736;5;11,082;05/05/15
737;5;11,921;05/05/15
738;5;10,405;05/05/15
739;5;11,497;05/05/15
740;5;7,993;05/05/15
741;5;9,752;05/05/15
742;5;9,765;05/05/15
743;5;8,983;05/05/15
744;5;7,581;05/05/15
745;5;4,397;05/05/15
746;5;11,932;05/05/15
747;5;4,639;05/05/15
748;5;11,223;05/05/15
749;5;8,897;05/05/15
750;5;8,182;05/05/15
751;5;9,739;05/05/15
752;5;9,658;05/05/15
753;5;7,121;05/05/15
754;5;4,536;05/05/15
755;5;10,527;05/05/15
756;5;6,759;05/05/15
757;5;10,933;05/05/15
758;5;8,809;05/05/15
759;5;5,796;05/05/15
760;5;3,024;05/05/15
761;5;9,161;05/05/15
762;5;7,445;05/05/15
763;5;3,016;05/05/15
764;5;10,07;05/05/15
765;5;4,128;05/05/15
766;5;9,116;05/05/15
767;5;9,624;05/05/15
768;5;6,057;05/05/15
769;5;5,537;05/05/15
770;5;9,617;05/05/15
771;5;4,076;05/05/15
772;5;6,537;05/05/15
773;5;5,04;05/05/15
774;5;5,857;05/05/15
775;5;10,063;05/05/15
776;5;6,778;05/05/15
777;5;7,586;05/05/15
778;5;5,994;05/05/15
779;5;6,188;05/05/15
780;5;4,793;05/05/15
781;5;5,354;05/05/15
782;5;11,08;05/05/15
783;5;11,061;05/05/15
784;5;11,912;05/05/15
785;5;8,086;05/05/15
786;5;11,986;05/05/15
787;5;10,522;05/05/15
788;5;4,222;05/05/15
789;5;7,123;05/05/15
790;5;8,986;05/05/15
791;5;8,502;05/05/15
792;5;6,966;05/05/15
793;5;6,426;05/05/15
794;5;6,208;05/05/15
795;5;10,591;05/05/15
796;5;9,92;05/05/15
797;5;11,764;05/05/15
798;5;9,188;05/05/15
799;5;10,394;05/05/15
800;5;6,451;05/05/15
801;5;11,15;05/05/15
802;5;7,962;05/05/15
803;5;7,209;05/05/15
804;5;4,28;05/05/15
805;5;5,874;06/05/15
806;5;6,944;06/05/15
807;5;4,569;06/05/15
808;5;9,429;06/05/15
809;5;11,992;06/05/15
810;5;4,512;06/05/15
811;5;8,3;06/05/15
812;5;9,096;06/05/15
813;5;4,099;06/05/15
814;5;5,515;06/05/15
815;5;6,918;06/05/15
816;5;11,256;06/05/15
817;5;4,846;06/05/15
818;5;6,225;06/05/15
819;5;9,311;06/05/15
820;5;8,852;06/05/15
821;5;10,481;06/05/15
822;5;8,938;06/05/15
823;5;3,915;06/05/15
824;5;9,039;06/05/15
825;5;4,914;06/05/15
826;5;5,438;06/05/15
827;5;9,512;06/05/15
828;5;7,155;06/05/15
829;5;3,948;06/05/15
830;5;11,048;06/05/15
831;5;6,731;06/05/15
832;5;5,505;06/05/15
833;5;6,212;06/05/15
834;5;5,097;06/05/15
835;5;3,822;06/05/15
836;5;8,322;06/05/15
837;5;9,066;06/05/15
838;5;6,074;06/05/15
839;5;3,375;06/05/15
840;5;4,004;06/05/15
841;5;7,991;06/05/15
842;5;5,255;06/05/15
843;5;6,668;06/05/15
844;5;8,359;06/05/15
845;5;9,567;06/05/15
846;5;5,509;06/05/15
847;5;9,741;06/05/15
848;5;11,218;06/05/15
849;5;7,308;06/05/15
850;5;8,186;06/05/15
851;5;4,903;06/05/15
852;5;7,61;06/05/15
853;5;8,258;06/05/15
854;5;6,298;06/05/15
855;5;7,206;06/05/15
856;5;4,336;06/05/15
857;5;6,428;06/05/15
858;5;9,562;06/05/15
859;5;10,683;06/05/15
860;5;6,663;06/05/15
861;5;10,737;06/05/15
862;5;9,294;06/05/15
863;5;9,946;06/05/15
864;5;5,415;06/05/15
865;5;11,092;06/05/15
866;5;11,627;06/05/15
867;5;10,711;06/05/15
868;5;6,124;06/05/15
869;5;3,448;06/05/15
870;5;6,49;06/05/15
871;5;6,264;06/05/15
872;5;9,037;06/05/15
873;5;3,41;06/05/15
874;5;10,801;06/05/15
875;5;8,894;06/05/15
876;5;5,041;06/05/15
877;5;6,461;06/05/15
878;5;8,317;06/05/15
879;5;9,787;06/05/15
880;5;3,032;06/05/15
881;5;7,221;06/05/15
882;5;7,845;06/05/15
883;5;8,449;06/05/15
884;5;8,581;06/05/15
885;5;7,429;06/05/15
886;5;8,105;06/05/15
887;5;11,202;06/05/15
888;5;7,464;06/05/15
889;5;5,045;06/05/15
890;5;10,678;06/05/15
891;5;6,69;06/05/15
892;5;3,742;06/05/15
893;5;11,772;06/05/15
894;5;11,482;06/05/15
895;5;11,695;06/05/15
896;5;9,584;06/05/15
897;5;9,388;06/05/15
898;5;10,997;06/05/15
899;5;11,439;06/05/15
900;5;9,345;06/05/15
901;5;8,606;06/05/15
902;5;6,083;06/05/15
903;5;4,635;06/05/15
904;5;11,289;06/05/15
905;5;4,3;06/05/15
906;5;10,275;06/05/15
907;5;5,765;06/05/15
908;5;3,258;06/05/15
909;5;10,449;06/05/15
910;5;4,758;06/05/15
911;5;9,533;06/05/15
912;5;3,6;06/05/15
913;5;3,489;06/05/15
914;5;9,514;06/05/15
915;5;11,382;06/05/15
916;5;6,818;06/05/15
917;5;5,927;06/05/15
918;5;7,746;06/05/15
919;5;9,02;06/05/15
920;5;8,88;06/05/15
921;5;7,067;06/05/15
922;5;6,438;06/05/15
923;5;10,112;06/05/15
924;5;7,303;06/05/15
925;5;10,387;06/05/15
926;5;10,367;06/05/15
927;5;7,917;06/05/15
928;5;7,602;06/05/15
929;5;3,063;06/05/15
930;5;5,414;06/05/15
931;5;10,858;06/05/15
932;5;3,477;06/05/15
933;5;7,922;06/05/15
934;5;3,037;06/05/15
935;5;8,351;06/05/15
936;5;9,181;06/05/15
937;5;11,089;06/05/15
938;5;5,78;06/05/15
939;5;11,384;06/05/15
940;5;10,066;06/05/15
941;5;10,991;06/05/15
942;5;9,592;06/05/15
943;5;6,925;06/05/15
944;5;3,81;06/05/15
945;5;3,868;06/05/15
946;5;10,6;06/05/15
947;5;6,983;06/05/15
948;5;8,936;06/05/15
949;5;11,435;06/05/15
950;5;5,461;06/05/15
951;5;7,944;06/05/15
952;5;7,987;06/05/15
953;5;9,641;06/05/15
954;5;8,277;06/05/15
955;5;8,407;06/05/15
956;5;10,664;06/05/15
957;5;11,936;06/05/15
958;5;5,685;06/05/15
959;5;8,68;06/05/15
960;5;6,298;06/05/15
961;5;8,621;06/05/15
962;5;11,347;06/05/15
963;5;9,281;06/05/15
964;5;11,093;06/05/15
965;5;11,557;07/05/15
966;5;9,99;07/05/15
967;5;7,829;07/05/15
968;5;11,466;07/05/15
969;5;8,17;07/05/15
970;5;9,067;07/05/15
971;5;3,094;07/05/15
972;5;4,015;07/05/15
973;5;10,594;07/05/15
974;5;6,526;07/05/15
975;5;10,924;07/05/15
976;5;10,885;07/05/15
977;5;5,996;07/05/15
978;5;4,967;07/05/15
979;5;5,142;07/05/15
980;5;9,85;07/05/15
981;5;6,992;07/05/15
982;5;4,661;07/05/15
983;5;8,179;07/05/15
984;5;9,456;07/05/15
985;5;3,981;07/05/15
986;5;9,792;07/05/15
987;5;3,044;07/05/15
988;5;8,91;07/05/15
989;5;6,454;07/05/15
990;5;6,622;07/05/15
991;5;4,456;07/05/15
992;5;6,368;07/05/15
993;5;4,065;07/05/15
994;5;9,413;07/05/15
995;5;10,178;07/05/15
996;5;8,935;07/05/15
997;5;4,602;07/05/15
998;5;7,056;07/05/15
999;5;3,11;07/05/15
1000;5;7,332;07/05/15
