scada_id;node_id;value_date;value
1080-T1;1080;12/07/2015;349,46
1080-T1;1080;13/07/2015;338,35
1080-T1;1080;14/07/2015;392,89
1080-T1;1080;15/07/2015;298,96
1080-T1;1080;16/07/2015;301,99
1080-T1;1080;17/07/2015;358,55
1080-T1;1080;18/07/2015;332,29
1080-T1;1080;19/07/2015;301,99
1080-T1;1080;20/07/2015;349,46
1080-T1;1080;21/07/2015;350,47
1080-T1;1080;22/07/2015;340,37
1080-T1;1080;23/07/2015;348,45
1080-T1;1080;24/07/2015;249,47
1080-T1;1080;25/07/2015;351,48
1080-T1;1080;26/07/2015;350,47
1080-T1;1080;27/07/2015;349,46
1080-T1;1080;28/07/2015;351,48
1080-T1;1080;29/07/2015;341,38
1080-T1;1080;30/07/2015;339,36
1080-T1;1080;31/07/2015;336,33
1097-T1;1097;01/05/2015;306,03
1097-T1;1097;02/05/2015;306,03
1097-T1;1097;03/05/2015;306,03
1097-T1;1097;04/05/2015;306,03
1097-T1;1097;05/05/2015;306,03
1097-T1;1097;06/05/2015;306,03
1097-T1;1097;07/05/2015;306,03
1097-T1;1097;08/05/2015;351,93
1097-T1;1097;09/05/2015;317,25
1097-T1;1097;10/05/2015;351,93
1097-T1;1097;11/05/2015;352,95
1097-T1;1097;12/05/2015;351,93
1097-T1;1097;13/05/2015;328,47
1097-T1;1097;14/05/2015;383,56
1097-T1;1097;15/05/2015;404,98
1097-T1;1097;16/05/2015;352,95
1097-T1;1097;17/05/2015;328,47
1097-T1;1097;18/05/2015;319,29
1097-T1;1097;19/05/2015;352,95
1097-T1;1097;20/05/2015;353,97
1097-T1;1097;21/05/2015;250,94
1097-T1;1097;22/05/2015;351,93
1097-T1;1097;23/05/2015;251,96
1097-T1;1097;24/05/2015;354,99
1097-T1;1097;25/05/2015;353,97
1097-T1;1097;26/05/2015;352,95
1097-T1;1097;27/05/2015;354,99
1097-T1;1097;28/05/2015;251,96
1097-T1;1097;29/05/2015;252,98
1097-T1;1097;30/05/2015;353,97
1097-T1;1097;31/05/2015;352,95
1097-T1;1097;01/06/2015;326,43
1097-T1;1097;02/06/2015;331,53
1097-T1;1097;03/06/2015;330,51
1097-T1;1097;04/06/2015;359,08
1097-T1;1097;05/06/2015;347,85
1097-T1;1097;06/06/2015;347,85
1097-T1;1097;07/06/2015;351,93
1097-T1;1097;08/06/2015;382,54
1097-T1;1097;09/06/2015;363,16
1097-T1;1097;10/06/2015;351,93
1097-T1;1097;11/06/2015;352,95
1097-T1;1097;12/06/2015;351,93
1097-T1;1097;13/06/2015;328,47
1097-T1;1097;14/06/2015;281,55
1097-T1;1097;15/06/2015;302,97
1097-T1;1097;16/06/2015;352,95
1097-T1;1097;17/06/2015;328,47
1097-T1;1097;18/06/2015;319,29
1097-T1;1097;19/06/2015;352,95
1097-T1;1097;20/06/2015;353,97
1097-T1;1097;21/06/2015;250,94
1097-T1;1097;22/06/2015;351,93
1097-T1;1097;23/06/2015;353,97
1097-T1;1097;24/06/2015;354,99
1097-T1;1097;25/06/2015;353,97
1097-T1;1097;26/06/2015;352,95
1097-T1;1097;27/06/2015;354,99
1097-T1;1097;28/06/2015;353,97
1097-T1;1097;29/06/2015;354,99
1097-T1;1097;30/06/2015;353,97
1097-T1;1097;01/07/2015;352,95
1097-T1;1097;02/07/2015;326,43
1097-T1;1097;03/07/2015;331,53
1097-T1;1097;04/07/2015;330,51
1097-T1;1097;05/07/2015;359,08
1097-T1;1097;06/07/2015;347,85
1097-T1;1097;07/07/2015;347,85
1097-T1;1097;08/07/2015;351,93
1097-T1;1097;09/07/2015;382,54
1097-T1;1097;10/07/2015;363,16
1097-T1;1097;11/07/2015;351,93
1097-T1;1097;12/07/2015;352,95
1097-T1;1097;13/07/2015;341,73
1097-T1;1097;14/07/2015;396,82
1097-T1;1097;15/07/2015;301,95
1097-T1;1097;16/07/2015;305,01
1097-T1;1097;17/07/2015;362,14
1097-T1;1097;18/07/2015;335,61
1097-T1;1097;19/07/2015;305,01
1097-T1;1097;20/07/2015;352,95
1097-T1;1097;21/07/2015;353,97
1097-T1;1097;22/07/2015;343,77
1097-T1;1097;23/07/2015;351,93
1097-T1;1097;24/07/2015;251,96
1097-T1;1097;25/07/2015;354,99
1097-T1;1097;26/07/2015;353,97
1097-T1;1097;27/07/2015;352,95
1097-T1;1097;28/07/2015;354,99
1097-T1;1097;29/07/2015;344,79
1097-T1;1097;30/07/2015;342,75
1097-T1;1097;31/07/2015;339,69
1101-T1;1101;01/05/2015;12,12
1101-T1;1101;02/05/2015;12,12
1101-T1;1101;03/05/2015;12,12
1101-T1;1101;04/05/2015;12,12
1101-T1;1101;05/05/2015;12,12
1101-T1;1101;06/05/2015;12,12
1101-T1;1101;07/05/2015;12,12
1101-T1;1101;08/05/2015;12,12
1101-T1;1101;09/05/2015;12,12
1101-T1;1101;10/05/2015;12,12
1101-T1;1101;11/05/2015;12,12
1101-T1;1101;12/05/2015;12,12
1101-T1;1101;13/05/2015;12,12
1101-T1;1101;14/05/2015;12,12
1101-T1;1101;15/05/2015;12,12
1101-T1;1101;16/05/2015;12,12
1101-T1;1101;17/05/2015;12,12
1101-T1;1101;18/05/2015;12,12
1101-T1;1101;19/05/2015;12,12
1101-T1;1101;20/05/2015;12,12
1101-T1;1101;21/05/2015;12,12
1101-T1;1101;22/05/2015;12,12
1101-T1;1101;23/05/2015;12,12
1101-T1;1101;24/05/2015;12,12
1101-T1;1101;25/05/2015;12,12
1101-T1;1101;26/05/2015;12,12
1101-T1;1101;27/05/2015;12,12
1101-T1;1101;28/05/2015;12,12
1101-T1;1101;29/05/2015;12,12
1101-T1;1101;30/05/2015;12,12
1101-T1;1101;31/05/2015;12,12
1101-T1;1101;01/06/2015;12,12
1101-T1;1101;02/06/2015;12,625
1101-T1;1101;03/06/2015;12,524
1101-T1;1101;04/06/2015;15,352
1101-T1;1101;05/06/2015;14,241
1101-T1;1101;06/06/2015;14,241
1101-T1;1101;07/06/2015;14,645
1101-T1;1101;08/06/2015;17,675
1101-T1;1101;09/06/2015;15,756
1101-T1;1101;10/06/2015;14,645
1101-T1;1101;11/06/2015;14,746
1101-T1;1101;12/06/2015;14,645
1101-T1;1101;13/06/2015;12,322
1101-T1;1101;14/06/2015;27,876
1101-T1;1101;15/06/2015;19,897
1101-T1;1101;16/06/2015;24,846
1101-T1;1101;17/06/2015;22,422
1101-T1;1101;18/06/2015;21,513
1101-T1;1101;19/06/2015;24,846
1101-T1;1101;20/06/2015;14,847
1101-T1;1101;21/06/2015;14,746
1101-T1;1101;22/06/2015;24,745
1101-T1;1101;23/06/2015;14,847
1101-T1;1101;24/06/2015;25,048
1101-T1;1101;25/06/2015;14,847
1101-T1;1101;26/06/2015;14,746
1101-T1;1101;27/06/2015;14,948
1101-T1;1101;28/06/2015;14,847
1101-T1;1101;29/06/2015;14,948
1101-T1;1101;30/06/2015;14,847
1101-T1;1101;01/07/2015;12,12
1101-T1;1101;02/07/2015;12,625
1101-T1;1101;03/07/2015;12,524
1101-T1;1101;04/07/2015;15,352
1101-T1;1101;05/07/2015;14,241
1101-T1;1101;06/07/2015;14,241
1101-T1;1101;07/07/2015;14,645
1101-T1;1101;08/07/2015;17,675
1101-T1;1101;09/07/2015;15,756
1101-T1;1101;10/07/2015;14,645
1101-T1;1101;11/07/2015;14,746
1101-T1;1101;12/07/2015;14,645
1101-T1;1101;13/07/2015;12,322
1101-T1;1101;14/07/2015;27,876
1101-T1;1101;15/07/2015;19,897
1101-T1;1101;16/07/2015;24,846
1101-T1;1101;17/07/2015;22,422
1101-T1;1101;18/07/2015;21,513
1101-T1;1101;19/07/2015;24,846
1101-T1;1101;20/07/2015;14,847
1101-T1;1101;21/07/2015;14,746
1101-T1;1101;22/07/2015;24,745
1101-T1;1101;23/07/2015;14,847
1101-T1;1101;24/07/2015;25,048
1101-T1;1101;25/07/2015;14,847
1101-T1;1101;26/07/2015;14,746
1101-T1;1101;27/07/2015;14,948
1101-T1;1101;28/07/2015;14,847
1101-T1;1101;29/07/2015;14,948
1101-T1;1101;30/07/2015;14,847
1101-T1;1101;31/07/2015;15,26211
111111-T1;111111;01/05/2015;334,512
111111-T1;111111;02/05/2015;339,73875
111111-T1;111111;03/05/2015;338,6934
111111-T1;111111;04/05/2015;367,9632
111111-T1;111111;05/05/2015;356,46435
111111-T1;111111;06/05/2015;356,46435
111111-T1;111111;07/05/2015;360,64575
111111-T1;111111;08/05/2015;392,00625
111111-T1;111111;09/05/2015;372,1446
111111-T1;111111;10/05/2015;360,64575
111111-T1;111111;11/05/2015;361,6911
111111-T1;111111;12/05/2015;360,64575
111111-T1;111111;13/05/2015;336,6027
111111-T1;111111;14/05/2015;288,5166
111111-T1;111111;15/05/2015;310,46895
111111-T1;111111;16/05/2015;361,6911
111111-T1;111111;17/05/2015;336,6027
111111-T1;111111;18/05/2015;327,19455
111111-T1;111111;19/05/2015;361,6911
111111-T1;111111;20/05/2015;362,73645
111111-T1;111111;21/05/2015;257,1561
111111-T1;111111;22/05/2015;360,64575
111111-T1;111111;23/05/2015;258,20145
111111-T1;111111;24/05/2015;363,7818
111111-T1;111111;25/05/2015;362,73645
111111-T1;111111;26/05/2015;361,6911
111111-T1;111111;27/05/2015;363,7818
111111-T1;111111;28/05/2015;258,20145
111111-T1;111111;29/05/2015;259,2468
111111-T1;111111;30/05/2015;258,20145
111111-T1;111111;31/05/2015;361,6911
111111-T1;111111;01/06/2015;334,512
111111-T1;111111;02/06/2015;339,73875
111111-T1;111111;03/06/2015;338,6934
111111-T1;111111;04/06/2015;367,9632
111111-T1;111111;05/06/2015;356,46435
111111-T1;111111;06/06/2015;356,46435
111111-T1;111111;07/06/2015;360,64575
111111-T1;111111;08/06/2015;392,00625
111111-T1;111111;09/06/2015;372,1446
111111-T1;111111;10/06/2015;360,64575
111111-T1;111111;11/06/2015;361,6911
111111-T1;111111;12/06/2015;360,64575
111111-T1;111111;13/06/2015;336,6027
111111-T1;111111;14/06/2015;288,5166
111111-T1;111111;15/06/2015;310,46895
111111-T1;111111;16/06/2015;361,6911
111111-T1;111111;17/06/2015;336,6027
111111-T1;111111;18/06/2015;327,19455
111111-T1;111111;19/06/2015;361,6911
111111-T1;111111;20/06/2015;362,73645
111111-T1;111111;21/06/2015;257,1561
111111-T1;111111;22/06/2015;360,64575
111111-T1;111111;23/06/2015;362,73645
111111-T1;111111;24/06/2015;363,7818
111111-T1;111111;25/06/2015;362,73645
111111-T1;111111;26/06/2015;361,6911
111111-T1;111111;27/06/2015;363,7818
111111-T1;111111;28/06/2015;362,73645
111111-T1;111111;29/06/2015;363,7818
111111-T1;111111;30/06/2015;362,73645
111111-T1;111111;01/07/2015;361,6911
111111-T1;111111;02/07/2015;334,512
111111-T1;111111;03/07/2015;339,73875
111111-T1;111111;04/07/2015;338,6934
111111-T1;111111;05/07/2015;367,9632
111111-T1;111111;06/07/2015;356,46435
111111-T1;111111;07/07/2015;356,46435
111111-T1;111111;08/07/2015;360,64575
111111-T1;111111;09/07/2015;392,00625
111111-T1;111111;10/07/2015;372,1446
111111-T1;111111;11/07/2015;360,64575
111111-T1;111111;12/07/2015;361,6911
111111-T1;111111;13/07/2015;350,19225
111111-T1;111111;14/07/2015;406,64115
111111-T1;111111;15/07/2015;309,4236
111111-T1;111111;16/07/2015;312,55965
111111-T1;111111;17/07/2015;371,09925
111111-T1;111111;18/07/2015;343,92015
111111-T1;111111;19/07/2015;312,55965
111111-T1;111111;20/07/2015;361,6911
111111-T1;111111;21/07/2015;362,73645
111111-T1;111111;22/07/2015;352,28295
111111-T1;111111;23/07/2015;360,64575
111111-T1;111111;24/07/2015;258,20145
111111-T1;111111;25/07/2015;363,7818
111111-T1;111111;26/07/2015;362,73645
111111-T1;111111;27/07/2015;361,6911
111111-T1;111111;28/07/2015;363,7818
111111-T1;111111;29/07/2015;353,3283
111111-T1;111111;30/07/2015;351,2376
111111-T1;111111;31/07/2015;348,10155
113766-T1;113766;01/05/2015;303
113766-T1;113766;02/05/2015;303
113766-T1;113766;03/05/2015;303
113766-T1;113766;04/05/2015;303
113766-T1;113766;05/05/2015;303
113766-T1;113766;06/05/2015;303
113766-T1;113766;07/05/2015;303
113766-T1;113766;08/05/2015;348,45
113766-T1;113766;09/05/2015;314,11
113766-T1;113766;10/05/2015;348,45
113766-T1;113766;11/05/2015;349,46
113766-T1;113766;12/05/2015;348,45
113766-T1;113766;13/05/2015;325,22
113766-T1;113766;14/05/2015;379,76
113766-T1;113766;15/05/2015;400,97
113766-T1;113766;16/05/2015;349,46
113766-T1;113766;17/05/2015;325,22
113766-T1;113766;18/05/2015;316,13
113766-T1;113766;19/05/2015;349,46
113766-T1;113766;20/05/2015;350,47
113766-T1;113766;21/05/2015;248,46
113766-T1;113766;22/05/2015;348,45
113766-T1;113766;23/05/2015;249,47
113766-T1;113766;24/05/2015;351,48
113766-T1;113766;25/05/2015;350,47
113766-T1;113766;26/05/2015;349,46
113766-T1;113766;27/05/2015;351,48
113766-T1;113766;28/05/2015;249,47
113766-T1;113766;29/05/2015;250,48
113766-T1;113766;30/05/2015;350,47
113766-T1;113766;31/05/2015;349,46
113766-T1;113766;01/06/2015;323,2
113766-T1;113766;02/06/2015;328,25
113766-T1;113766;03/06/2015;327,24
113766-T1;113766;04/06/2015;355,52
113766-T1;113766;05/06/2015;344,41
113766-T1;113766;06/06/2015;344,41
113766-T1;113766;07/06/2015;348,45
113766-T1;113766;08/06/2015;378,75
113766-T1;113766;09/06/2015;359,56
113766-T1;113766;10/06/2015;348,45
113766-T1;113766;11/06/2015;349,46
113766-T1;113766;12/06/2015;348,45
113766-T1;113766;13/06/2015;325,22
113766-T1;113766;14/06/2015;278,76
113766-T1;113766;15/06/2015;299,97
113766-T1;113766;16/06/2015;349,46
113766-T1;113766;17/06/2015;325,22
113766-T1;113766;18/06/2015;316,13
113766-T1;113766;19/06/2015;349,46
113766-T1;113766;20/06/2015;350,47
113766-T1;113766;21/06/2015;248,46
113766-T1;113766;22/06/2015;348,45
113766-T1;113766;23/06/2015;350,47
113766-T1;113766;24/06/2015;351,48
113766-T1;113766;25/06/2015;350,47
113766-T1;113766;26/06/2015;349,46
113766-T1;113766;27/06/2015;351,48
113766-T1;113766;28/06/2015;350,47
113766-T1;113766;29/06/2015;351,48
113766-T1;113766;30/06/2015;350,47
113766-T1;113766;01/07/2015;349,46
113766-T1;113766;02/07/2015;323,2
113766-T1;113766;03/07/2015;328,25
113766-T1;113766;04/07/2015;327,24
113766-T1;113766;05/07/2015;355,52
113766-T1;113766;06/07/2015;344,41
113766-T1;113766;07/07/2015;344,41
113766-T1;113766;08/07/2015;348,45
113766-T1;113766;09/07/2015;378,75
113766-T1;113766;10/07/2015;359,56
113766-T1;113766;11/07/2015;348,45
113766-T1;113766;12/07/2015;349,46
113766-T1;113766;13/07/2015;338,35
113766-T1;113766;14/07/2015;392,89
113766-T1;113766;15/07/2015;298,96
113766-T1;113766;16/07/2015;301,99
113766-T1;113766;17/07/2015;358,55
113766-T1;113766;18/07/2015;332,29
113766-T1;113766;19/07/2015;301,99
113766-T1;113766;20/07/2015;349,46
113766-T1;113766;21/07/2015;350,47
113766-T1;113766;22/07/2015;340,37
113766-T1;113766;23/07/2015;348,45
113766-T1;113766;24/07/2015;249,47
113766-T1;113766;25/07/2015;351,48
113766-T1;113766;26/07/2015;350,47
113766-T1;113766;27/07/2015;349,46
113766-T1;113766;28/07/2015;351,48
113766-T1;113766;29/07/2015;341,38
113766-T1;113766;30/07/2015;339,36
113766-T1;113766;31/07/2015;336,33
113952-T1;113952;01/05/2015;346,43
113952-T1;113952;02/05/2015;325,22
113952-T1;113952;03/05/2015;336,33
113952-T1;113952;04/05/2015;336,33
113952-T1;113952;05/05/2015;336,33
113952-T1;113952;06/05/2015;345,42
113952-T1;113952;07/05/2015;345,42
113952-T1;113952;08/05/2015;378,75
113952-T1;113952;09/05/2015;359,56
113952-T1;113952;10/05/2015;348,45
113952-T1;113952;11/05/2015;349,46
113952-T1;113952;12/05/2015;348,45
113952-T1;113952;13/05/2015;325,22
113952-T1;113952;14/05/2015;278,76
113952-T1;113952;15/05/2015;299,97
113952-T1;113952;16/05/2015;349,46
113952-T1;113952;17/05/2015;325,22
113952-T1;113952;18/05/2015;316,13
113952-T1;113952;19/05/2015;349,46
113952-T1;113952;20/05/2015;350,47
113952-T1;113952;21/05/2015;248,46
113952-T1;113952;22/05/2015;348,45
113952-T1;113952;23/05/2015;249,47
113952-T1;113952;24/05/2015;351,48
113952-T1;113952;25/05/2015;350,47
113952-T1;113952;26/05/2015;349,46
113952-T1;113952;27/05/2015;351,48
113952-T1;113952;28/05/2015;249,47
113952-T1;113952;29/05/2015;250,48
113952-T1;113952;30/05/2015;249,47
113952-T1;113952;31/05/2015;349,46
113952-T1;113952;01/06/2015;323,2
113952-T1;113952;02/06/2015;328,25
113952-T1;113952;03/06/2015;327,24
113952-T1;113952;04/06/2015;355,52
113952-T1;113952;05/06/2015;344,41
113952-T1;113952;06/06/2015;344,41
113952-T1;113952;07/06/2015;348,45
113952-T1;113952;08/06/2015;378,75
113952-T1;113952;09/06/2015;359,56
113952-T1;113952;10/06/2015;348,45
113952-T1;113952;11/06/2015;349,46
113952-T1;113952;12/06/2015;348,45
113952-T1;113952;13/06/2015;325,22
113952-T1;113952;14/06/2015;278,76
113952-T1;113952;15/06/2015;299,97
113952-T1;113952;16/06/2015;349,46
113952-T1;113952;17/06/2015;325,22
113952-T1;113952;18/06/2015;316,13
113952-T1;113952;19/06/2015;349,46
113952-T1;113952;20/06/2015;350,47
113952-T1;113952;21/06/2015;248,46
113952-T1;113952;22/06/2015;348,45
113952-T1;113952;23/06/2015;350,47
113952-T1;113952;24/06/2015;351,48
113952-T1;113952;25/06/2015;350,47
113952-T1;113952;26/06/2015;248,46
113952-T1;113952;27/06/2015;351,48
113952-T1;113952;28/06/2015;249,47
113952-T1;113952;29/06/2015;351,48
113952-T1;113952;30/06/2015;350,47
113952-T1;113952;01/07/2015;349,46
113952-T1;113952;02/07/2015;323,2
113952-T1;113952;03/07/2015;328,25
113952-T1;113952;04/07/2015;327,24
113952-T1;113952;05/07/2015;355,52
113952-T1;113952;06/07/2015;344,41
113952-T1;113952;07/07/2015;344,41
113952-T1;113952;08/07/2015;348,45
113952-T1;113952;09/07/2015;378,75
113952-T1;113952;10/07/2015;359,56
113952-T1;113952;11/07/2015;348,45
113952-T1;113952;12/07/2015;349,46
113952-T1;113952;13/07/2015;338,35
113952-T1;113952;14/07/2015;392,89
113952-T1;113952;15/07/2015;298,96
113952-T1;113952;16/07/2015;301,99
113952-T1;113952;17/07/2015;358,55
113952-T1;113952;18/07/2015;332,29
113952-T1;113952;19/07/2015;277,75
113952-T1;113952;20/07/2015;333,3
113952-T1;113952;21/07/2015;350,47
113952-T1;113952;22/07/2015;331,28
113952-T1;113952;23/07/2015;344,41
113952-T1;113952;24/07/2015;246,44
113952-T1;113952;25/07/2015;351,48
113952-T1;113952;26/07/2015;350,47
113952-T1;113952;27/07/2015;339,36
113952-T1;113952;28/07/2015;330,27
113952-T1;113952;29/07/2015;341,38
113952-T1;113952;30/07/2015;339,36
113952-T1;113952;31/07/2015;325,22
