hydrometer_id;cat_period_id;value;value_date
195;5;4,478;02/05/17
196;5;10,33;02/05/17
197;5;4,728;02/05/17
198;5;11,307;02/05/17
199;5;9,962;02/05/17
200;5;7,6;02/05/17
201;5;11,595;02/05/17
202;5;9,924;02/05/17
203;5;7,298;02/05/17
204;5;8,709;02/05/17
205;5;6,76;02/05/17
206;5;11,696;02/05/17
207;5;5,446;02/05/17
208;5;5,075;02/05/17
209;5;4,272;02/05/17
210;5;7,157;02/05/17
211;5;11,812;02/05/17
212;5;10,606;02/05/17
213;5;8,042;02/05/17
214;5;5,023;02/05/17
215;5;5,103;02/05/17
216;5;9,428;02/05/17
217;5;3,248;02/05/17
218;5;8,956;02/05/17
219;5;7,855;02/05/17
220;5;8,978;02/05/17
221;5;3,209;02/05/17
222;5;11,58;02/05/17
223;5;8,841;02/05/17
224;5;8,82;02/05/17
225;5;9,863;02/05/17
226;5;10,678;02/05/17
227;5;11,137;02/05/17
228;5;10,637;02/05/17
229;5;3,959;02/05/17
230;5;8,855;02/05/17
231;5;10,904;02/05/17
232;5;6,03;02/05/17
233;5;3,36;02/05/17
234;5;11,447;02/05/17
235;5;4,606;02/05/17
236;5;6,939;02/05/17
237;5;6,701;02/05/17
238;5;11,535;02/05/17
239;5;8,023;02/05/17
240;5;7,327;02/05/17
241;5;8,206;02/05/17
242;5;6,385;02/05/17
243;5;4,862;02/05/17
244;5;8,486;02/05/17
245;5;3,806;02/05/17
246;5;3,225;02/05/17
247;5;5,718;02/05/17
248;5;3,309;02/05/17
249;5;9,736;02/05/17
250;5;4,69;02/05/17
251;5;6,809;02/05/17
252;5;10,311;02/05/17
253;5;9,151;02/05/17
254;5;5,636;02/05/17
255;5;4,997;02/05/17
256;5;7,236;02/05/17
257;5;3,932;02/05/17
258;5;6,028;02/05/17
259;5;7,367;02/05/17
260;5;8,628;02/05/17
261;5;9,354;02/05/17
262;5;8,264;02/05/17
263;5;9,906;02/05/17
264;5;5,644;02/05/17
265;5;9,05;02/05/17
266;5;6,849;02/05/17
267;5;4,244;02/05/17
268;5;9,651;02/05/17
269;5;9,986;02/05/17
270;5;4,039;02/05/17
271;5;3,185;02/05/17
272;5;7,426;02/05/17
273;5;9,131;02/05/17
274;5;6,679;02/05/17
275;5;3,985;02/05/17
276;5;9,779;02/05/17
277;5;3,853;02/05/17
278;5;3,432;02/05/17
279;5;9,436;02/05/17
280;5;4,53;02/05/17
281;5;10,387;02/05/17
282;5;11,577;02/05/17
283;5;6,74;02/05/17
284;5;9,753;02/05/17
285;5;10,42;02/05/17
286;5;7,451;02/05/17
287;5;5,164;02/05/17
288;5;10,59;02/05/17
289;5;8,469;02/05/17
290;5;6,487;02/05/17
291;5;6,342;02/05/17
292;5;9,201;02/05/17
293;5;11,533;02/05/17
294;5;6,944;02/05/17
295;5;10,208;02/05/17
296;5;4,831;02/05/17
297;5;7,711;02/05/17
298;5;6,396;02/05/17
299;5;4,711;02/05/17
300;5;7,422;02/05/17
301;5;6,846;02/05/17
302;5;7,446;02/05/17
303;5;3,232;02/05/17
304;5;7,559;02/05/17
305;5;10,236;02/05/17
306;5;11,229;02/05/17
307;5;9,955;02/05/17
308;5;4,131;02/05/17
309;5;10,132;02/05/17
310;5;4,644;02/05/17
311;5;8,927;02/05/17
312;5;6,986;02/05/17
313;5;7,882;02/05/17
314;5;6,366;02/05/17
315;5;9,821;02/05/17
316;5;10,626;02/05/17
317;5;7,561;02/05/17
318;5;8,419;02/05/17
319;5;4,368;02/05/17
320;5;4,822;02/05/17
321;5;9,447;02/05/17
322;5;6,104;03/05/17
323;5;10,56;03/05/17
324;5;6,317;03/05/17
325;5;7,761;03/05/17
326;5;9,078;03/05/17
327;5;3,849;03/05/17
328;5;8,534;03/05/17
329;5;6,423;03/05/17
330;5;8,52;03/05/17
331;5;6,338;03/05/17
332;5;6,679;03/05/17
333;5;11,246;03/05/17
334;5;3,538;03/05/17
335;5;3,626;03/05/17
336;5;10,951;03/05/17
337;5;4,254;03/05/17
338;5;5,564;03/05/17
339;5;8,003;03/05/17
340;5;7,682;03/05/17
341;5;9,114;03/05/17
342;5;8,816;03/05/17
343;5;9,127;03/05/17
344;5;11,944;03/05/17
345;5;10,452;03/05/17
346;5;6,32;03/05/17
347;5;5,608;03/05/17
348;5;9,353;03/05/17
349;5;4,528;03/05/17
350;5;3,735;03/05/17
351;5;9,486;03/05/17
352;5;3,284;03/05/17
353;5;11,223;03/05/17
354;5;3,623;03/05/17
355;5;5,332;03/05/17
356;5;8,641;03/05/17
357;5;8,283;03/05/17
358;5;6,583;03/05/17
359;5;7,309;03/05/17
360;5;11,299;03/05/17
361;5;3,431;03/05/17
362;5;10,222;03/05/17
363;5;11,991;03/05/17
364;5;3,797;03/05/17
365;5;9,273;03/05/17
366;5;10,829;03/05/17
367;5;11,034;03/05/17
368;5;9,211;03/05/17
369;5;11,277;03/05/17
370;5;10,276;03/05/17
371;5;5,434;03/05/17
372;5;5,559;03/05/17
373;5;7,307;03/05/17
374;5;10,126;03/05/17
375;5;8,003;03/05/17
376;5;11,894;03/05/17
377;5;9,735;03/05/17
378;5;7,797;03/05/17
379;5;10,336;03/05/17
380;5;4,411;03/05/17
381;5;11,924;03/05/17
382;5;5,67;03/05/17
383;5;4,103;03/05/17
384;5;11,441;03/05/17
385;5;8,956;03/05/17
386;5;3,868;03/05/17
387;5;6,415;03/05/17
388;5;6,526;03/05/17
389;5;5,18;03/05/17
390;5;3,498;03/05/17
391;5;4,811;03/05/17
392;5;5,638;03/05/17
393;5;10,699;03/05/17
394;5;9,609;03/05/17
395;5;11,229;03/05/17
396;5;11,312;03/05/17
397;5;10,86;03/05/17
398;5;10,32;03/05/17
399;5;5,487;03/05/17
400;5;3,052;03/05/17
401;5;3,776;03/05/17
402;5;7,158;03/05/17
403;5;11,912;03/05/17
404;5;8,144;03/05/17
405;5;3,341;03/05/17
406;5;10,594;03/05/17
407;5;4,065;03/05/17
408;5;3,683;03/05/17
409;5;5,576;03/05/17
410;5;6,642;03/05/17
411;5;9,143;03/05/17
412;5;4,124;03/05/17
413;5;9,026;03/05/17
414;5;6,379;03/05/17
415;5;4,611;03/05/17
416;5;5,98;03/05/17
417;5;4,856;03/05/17
418;5;8,337;03/05/17
419;5;10,241;03/05/17
420;5;3,437;03/05/17
421;5;11,274;03/05/17
422;5;9,455;03/05/17
423;5;3,147;03/05/17
424;5;10,148;03/05/17
425;5;9,223;03/05/17
426;5;4,006;03/05/17
427;5;11,971;03/05/17
428;5;4,275;03/05/17
429;5;10,195;03/05/17
430;5;9,772;03/05/17
431;5;10,996;03/05/17
432;5;6,64;03/05/17
433;5;10,105;03/05/17
434;5;3,06;03/05/17
435;5;3,687;03/05/17
436;5;4,904;03/05/17
437;5;3,473;03/05/17
438;5;6,096;03/05/17
439;5;7,074;03/05/17
440;5;6,029;03/05/17
441;5;5,27;03/05/17
442;5;11,962;03/05/17
443;5;9,998;03/05/17
444;5;7,118;03/05/17
445;5;3,365;03/05/17
446;5;8,511;03/05/17
447;5;6,745;03/05/17
448;5;4,341;03/05/17
449;5;6,673;03/05/17
450;5;11,242;03/05/17
451;5;4,577;03/05/17
452;5;4,379;03/05/17
453;5;9,335;03/05/17
454;5;3,781;03/05/17
455;5;3,063;03/05/17
456;5;3,609;03/05/17
457;5;6,052;03/05/17
458;5;7,224;03/05/17
459;5;7,126;03/05/17
460;5;10,503;03/05/17
461;5;10,526;03/05/17
462;5;10,144;03/05/17
463;5;8,695;03/05/17
464;5;4,29;03/05/17
465;5;5,398;03/05/17
466;5;11,574;03/05/17
467;5;5,542;03/05/17
468;5;11,056;03/05/17
469;5;3,405;03/05/17
470;5;5,76;03/05/17
471;5;10,362;03/05/17
472;5;6,364;03/05/17
473;5;3,84;03/05/17
474;5;11,713;03/05/17
475;5;10,194;03/05/17
476;5;9,86;03/05/17
477;5;10,025;03/05/17
478;5;6,556;03/05/17
479;5;9,106;03/05/17
480;5;6,421;03/05/17
481;5;11,823;03/05/17
482;5;6,745;04/05/17
483;5;8,275;04/05/17
484;5;3,669;04/05/17
485;5;6,115;04/05/17
486;5;9,559;04/05/17
487;5;8,953;04/05/17
488;5;3,578;04/05/17
489;5;7,949;04/05/17
490;5;11,979;04/05/17
491;5;8,121;04/05/17
492;5;5,225;04/05/17
493;5;11,572;04/05/17
494;5;10,711;04/05/17
495;5;9,12;04/05/17
496;5;10,954;04/05/17
497;5;11,422;04/05/17
498;5;11,211;04/05/17
499;5;8,662;04/05/17
500;5;9,055;04/05/17
501;5;4,637;04/05/17
502;5;6,155;04/05/17
503;5;6,09;04/05/17
504;5;8,321;04/05/17
505;5;8,357;04/05/17
506;5;5,742;04/05/17
507;5;9,836;04/05/17
508;5;3,091;04/05/17
509;5;6,635;04/05/17
510;5;3,516;04/05/17
511;5;9,342;04/05/17
512;5;4,525;04/05/17
513;5;7,9;04/05/17
514;5;8,711;04/05/17
515;5;9,087;04/05/17
516;5;5,731;04/05/17
517;5;9,238;04/05/17
518;5;10,964;04/05/17
519;5;6,093;04/05/17
520;5;11,908;04/05/17
521;5;4,577;04/05/17
522;5;5,015;04/05/17
523;5;4,58;04/05/17
524;5;9,555;04/05/17
525;5;6,884;04/05/17
526;5;10,385;04/05/17
527;5;10,387;04/05/17
528;5;8,805;04/05/17
529;5;3,518;04/05/17
530;5;5,737;04/05/17
531;5;7,741;04/05/17
532;5;8,449;04/05/17
533;5;9,411;04/05/17
534;5;9,248;04/05/17
535;5;3,973;04/05/17
536;5;8,849;04/05/17
537;5;7,873;04/05/17
538;5;11,59;04/05/17
539;5;11,188;04/05/17
540;5;4,742;04/05/17
541;5;11,15;04/05/17
542;5;5,798;04/05/17
543;5;3,866;04/05/17
544;5;7,487;04/05/17
545;5;4,589;04/05/17
546;5;7,525;04/05/17
547;5;4,742;04/05/17
548;5;8,588;04/05/17
549;5;8,87;04/05/17
550;5;9,861;04/05/17
551;5;4,475;04/05/17
552;5;11,778;04/05/17
553;5;5,7;04/05/17
554;5;6,466;04/05/17
555;5;6,044;04/05/17
556;5;3,81;04/05/17
557;5;7,282;04/05/17
558;5;9,621;04/05/17
559;5;4,756;04/05/17
560;5;6,695;04/05/17
561;5;5,609;04/05/17
562;5;8,856;04/05/17
563;5;7,555;04/05/17
564;5;8,179;04/05/17
565;5;5,476;04/05/17
566;5;7,765;04/05/17
567;5;7,231;04/05/17
568;5;9,564;04/05/17
569;5;4,133;04/05/17
570;5;10,114;04/05/17
571;5;6,78;04/05/17
572;5;6,534;04/05/17
573;5;3,647;04/05/17
574;5;7,03;04/05/17
575;5;3,325;04/05/17
576;5;4,206;04/05/17
577;5;6,619;04/05/17
578;5;5,448;04/05/17
579;5;4,635;04/05/17
580;5;6,608;04/05/17
581;5;11,841;04/05/17
582;5;7,225;04/05/17
583;5;11,149;04/05/17
584;5;3,784;04/05/17
585;5;3,031;04/05/17
586;5;3,197;04/05/17
587;5;8,833;04/05/17
588;5;4,401;04/05/17
589;5;3,205;04/05/17
590;5;4,698;04/05/17
591;5;10,323;04/05/17
592;5;5,616;04/05/17
593;5;9,596;04/05/17
594;5;11,521;04/05/17
595;5;4,005;04/05/17
596;5;7,301;04/05/17
597;5;3,203;04/05/17
598;5;4,211;04/05/17
599;5;6,561;04/05/17
600;5;7,568;04/05/17
604;5;5,55;04/05/17
605;5;4,873;04/05/17
606;5;4,147;04/05/17
607;5;7,77;04/05/17
608;5;11,251;04/05/17
609;5;9,506;04/05/17
610;5;7,37;04/05/17
611;5;4,171;04/05/17
612;5;3,467;04/05/17
613;5;8,357;04/05/17
614;5;5,326;04/05/17
615;5;5,819;04/05/17
616;5;10,053;04/05/17
617;5;4,629;04/05/17
618;5;11,1;04/05/17
619;5;6,189;04/05/17
620;5;8,78;04/05/17
621;5;7,646;04/05/17
622;5;4,295;04/05/17
623;5;7,799;04/05/17
624;5;8,528;04/05/17
625;5;10,626;04/05/17
626;5;7,136;04/05/17
627;5;5,871;04/05/17
628;5;7,513;04/05/17
629;5;10,678;04/05/17
630;5;7,325;04/05/17
631;5;7,684;04/05/17
632;5;5,75;04/05/17
633;5;8,27;04/05/17
634;5;9,125;04/05/17
635;5;7,427;04/05/17
636;5;9,532;04/05/17
637;5;3,808;04/05/17
638;5;9,322;04/05/17
639;5;7,458;04/05/17
640;5;11,071;04/05/17
641;5;5,739;04/05/17
642;5;9,422;04/05/17
643;5;7,397;04/05/17
644;5;4,168;04/05/17
645;5;10,619;05/05/17
646;5;3,795;05/05/17
647;5;11,259;05/05/17
648;5;10,523;05/05/17
649;5;7,324;05/05/17
650;5;10,561;05/05/17
651;5;6,473;05/05/17
652;5;6,341;05/05/17
653;5;7,393;05/05/17
654;5;4,501;05/05/17
655;5;8,665;05/05/17
656;5;4,433;05/05/17
657;5;4,706;05/05/17
658;5;7,581;05/05/17
659;5;4,492;05/05/17
660;5;11,385;05/05/17
661;5;8,417;05/05/17
662;5;5,365;05/05/17
663;5;7,044;05/05/17
664;5;9,667;05/05/17
665;5;8,26;05/05/17
666;5;10,739;05/05/17
667;5;4,394;05/05/17
668;5;4,309;05/05/17
669;5;11,123;05/05/17
670;5;4,042;05/05/17
671;5;8,111;05/05/17
672;5;5,313;05/05/17
673;5;4,066;05/05/17
674;5;9,13;05/05/17
675;5;9,807;05/05/17
676;5;7,328;05/05/17
677;5;8,266;05/05/17
678;5;9,043;05/05/17
679;5;11,283;05/05/17
680;5;6,198;05/05/17
681;5;4,832;05/05/17
682;5;10,245;05/05/17
683;5;3,559;05/05/17
684;5;9,099;05/05/17
685;5;8,462;05/05/17
686;5;4,64;05/05/17
687;5;3,634;05/05/17
688;5;10,233;05/05/17
689;5;8,994;05/05/17
690;5;3,176;05/05/17
691;5;6,818;05/05/17
692;5;6,602;05/05/17
693;5;5,655;05/05/17
694;5;5,7;05/05/17
695;5;3,627;05/05/17
696;5;6,892;05/05/17
697;5;9,609;05/05/17
698;5;6,261;05/05/17
699;5;11,438;05/05/17
700;5;10,973;05/05/17
701;5;5,588;05/05/17
702;5;3,452;05/05/17
703;5;10,415;05/05/17
704;5;9,144;05/05/17
705;5;3,877;05/05/17
706;5;10,932;05/05/17
707;5;5,192;05/05/17
708;5;6,509;05/05/17
709;5;4,641;05/05/17
710;5;9,248;05/05/17
711;5;9,091;05/05/17
712;5;3,169;05/05/17
713;5;6,554;05/05/17
714;5;5,465;05/05/17
715;5;4,218;05/05/17
716;5;4,753;05/05/17
717;5;4,687;05/05/17
718;5;7,093;05/05/17
719;5;5,726;05/05/17
720;5;4,486;05/05/17
721;5;6,673;05/05/17
722;5;6,512;05/05/17
723;5;3,105;05/05/17
724;5;5,738;05/05/17
725;5;11,306;05/05/17
726;5;9,064;05/05/17
727;5;7,534;05/05/17
728;5;8,364;05/05/17
729;5;3,775;05/05/17
730;5;5,777;05/05/17
731;5;7,627;05/05/17
732;5;3,914;05/05/17
733;5;10,416;05/05/17
734;5;9,944;05/05/17
735;5;4,466;05/05/17
736;5;11,082;05/05/17
737;5;11,921;05/05/17
738;5;10,405;05/05/17
739;5;11,497;05/05/17
740;5;7,993;05/05/17
741;5;9,752;05/05/17
742;5;9,765;05/05/17
743;5;8,983;05/05/17
744;5;7,581;05/05/17
745;5;4,397;05/05/17
746;5;11,932;05/05/17
747;5;4,639;05/05/17
748;5;11,223;05/05/17
749;5;8,897;05/05/17
750;5;8,182;05/05/17
751;5;9,739;05/05/17
752;5;9,658;05/05/17
753;5;7,121;05/05/17
754;5;4,536;05/05/17
755;5;10,527;05/05/17
756;5;6,759;05/05/17
757;5;10,933;05/05/17
758;5;8,809;05/05/17
759;5;5,796;05/05/17
760;5;3,024;05/05/17
761;5;9,161;05/05/17
762;5;7,445;05/05/17
763;5;3,016;05/05/17
764;5;10,07;05/05/17
765;5;4,128;05/05/17
766;5;9,116;05/05/17
767;5;9,624;05/05/17
768;5;6,057;05/05/17
769;5;5,537;05/05/17
770;5;9,617;05/05/17
771;5;4,076;05/05/17
772;5;6,537;05/05/17
773;5;5,04;05/05/17
774;5;5,857;05/05/17
775;5;10,063;05/05/17
776;5;6,778;05/05/17
777;5;7,586;05/05/17
778;5;5,994;05/05/17
779;5;6,188;05/05/17
780;5;4,793;05/05/17
781;5;5,354;05/05/17
782;5;11,08;05/05/17
783;5;11,061;05/05/17
784;5;11,912;05/05/17
785;5;8,086;05/05/17
786;5;11,986;05/05/17
787;5;10,522;05/05/17
788;5;4,222;05/05/17
789;5;7,123;05/05/17
790;5;8,986;05/05/17
791;5;8,502;05/05/17
792;5;6,966;05/05/17
793;5;6,426;05/05/17
794;5;6,208;05/05/17
795;5;10,591;05/05/17
796;5;9,92;05/05/17
797;5;11,764;05/05/17
798;5;9,188;05/05/17
799;5;10,394;05/05/17
800;5;6,451;05/05/17
801;5;11,15;05/05/17
802;5;7,962;05/05/17
803;5;7,209;05/05/17
804;5;4,28;05/05/17
805;5;5,874;06/05/17
806;5;6,944;06/05/17
807;5;4,569;06/05/17
808;5;9,429;06/05/17
809;5;11,992;06/05/17
810;5;4,512;06/05/17
811;5;8,3;06/05/17
812;5;9,096;06/05/17
813;5;4,099;06/05/17
814;5;5,515;06/05/17
815;5;6,918;06/05/17
816;5;11,256;06/05/17
817;5;4,846;06/05/17
818;5;6,225;06/05/17
819;5;9,311;06/05/17
820;5;8,852;06/05/17
821;5;10,481;06/05/17
822;5;8,938;06/05/17
823;5;3,915;06/05/17
824;5;9,039;06/05/17
825;5;4,914;06/05/17
826;5;5,438;06/05/17
827;5;9,512;06/05/17
828;5;7,155;06/05/17
829;5;3,948;06/05/17
830;5;11,048;06/05/17
831;5;6,731;06/05/17
832;5;5,505;06/05/17
833;5;6,212;06/05/17
834;5;5,097;06/05/17
835;5;3,822;06/05/17
836;5;8,322;06/05/17
837;5;9,066;06/05/17
838;5;6,074;06/05/17
839;5;3,375;06/05/17
840;5;4,004;06/05/17
841;5;7,991;06/05/17
842;5;5,255;06/05/17
843;5;6,668;06/05/17
844;5;8,359;06/05/17
845;5;9,567;06/05/17
846;5;5,509;06/05/17
847;5;9,741;06/05/17
848;5;11,218;06/05/17
849;5;7,308;06/05/17
850;5;8,186;06/05/17
851;5;4,903;06/05/17
852;5;7,61;06/05/17
853;5;8,258;06/05/17
854;5;6,298;06/05/17
855;5;7,206;06/05/17
856;5;4,336;06/05/17
857;5;6,428;06/05/17
858;5;9,562;06/05/17
859;5;10,683;06/05/17
860;5;6,663;06/05/17
861;5;10,737;06/05/17
862;5;9,294;06/05/17
863;5;9,946;06/05/17
864;5;5,415;06/05/17
865;5;11,092;06/05/17
866;5;11,627;06/05/17
867;5;10,711;06/05/17
868;5;6,124;06/05/17
869;5;3,448;06/05/17
870;5;6,49;06/05/17
871;5;6,264;06/05/17
872;5;9,037;06/05/17
873;5;3,41;06/05/17
874;5;10,801;06/05/17
875;5;8,894;06/05/17
876;5;5,041;06/05/17
877;5;6,461;06/05/17
878;5;8,317;06/05/17
879;5;9,787;06/05/17
880;5;3,032;06/05/17
881;5;7,221;06/05/17
882;5;7,845;06/05/17
883;5;8,449;06/05/17
884;5;8,581;06/05/17
885;5;7,429;06/05/17
886;5;8,105;06/05/17
887;5;11,202;06/05/17
888;5;7,464;06/05/17
889;5;5,045;06/05/17
890;5;10,678;06/05/17
891;5;6,69;06/05/17
892;5;3,742;06/05/17
893;5;11,772;06/05/17
894;5;11,482;06/05/17
895;5;11,695;06/05/17
896;5;9,584;06/05/17
897;5;9,388;06/05/17
898;5;10,997;06/05/17
899;5;11,439;06/05/17
900;5;9,345;06/05/17
901;5;8,606;06/05/17
902;5;6,083;06/05/17
903;5;4,635;06/05/17
904;5;11,289;06/05/17
905;5;4,3;06/05/17
906;5;10,275;06/05/17
907;5;5,765;06/05/17
908;5;3,258;06/05/17
909;5;10,449;06/05/17
910;5;4,758;06/05/17
911;5;9,533;06/05/17
912;5;3,6;06/05/17
913;5;3,489;06/05/17
914;5;9,514;06/05/17
915;5;11,382;06/05/17
916;5;6,818;06/05/17
917;5;5,927;06/05/17
918;5;7,746;06/05/17
919;5;9,02;06/05/17
920;5;8,88;06/05/17
921;5;7,067;06/05/17
922;5;6,438;06/05/17
923;5;10,112;06/05/17
924;5;7,303;06/05/17
925;5;10,387;06/05/17
926;5;10,367;06/05/17
927;5;7,917;06/05/17
928;5;7,602;06/05/17
929;5;3,063;06/05/17
930;5;5,414;06/05/17
931;5;10,858;06/05/17
932;5;3,477;06/05/17
933;5;7,922;06/05/17
934;5;3,037;06/05/17
935;5;8,351;06/05/17
936;5;9,181;06/05/17
937;5;11,089;06/05/17
938;5;5,78;06/05/17
939;5;11,384;06/05/17
940;5;10,066;06/05/17
941;5;10,991;06/05/17
942;5;9,592;06/05/17
943;5;6,925;06/05/17
944;5;3,81;06/05/17
945;5;3,868;06/05/17
946;5;10,6;06/05/17
947;5;6,983;06/05/17
948;5;8,936;06/05/17
949;5;11,435;06/05/17
950;5;5,461;06/05/17
951;5;7,944;06/05/17
952;5;7,987;06/05/17
953;5;9,641;06/05/17
954;5;8,277;06/05/17
955;5;8,407;06/05/17
956;5;10,664;06/05/17
957;5;11,936;06/05/17
958;5;5,685;06/05/17
959;5;8,68;06/05/17
960;5;6,298;06/05/17
961;5;8,621;06/05/17
962;5;11,347;06/05/17
963;5;9,281;06/05/17
964;5;11,093;06/05/17
965;5;11,557;07/05/17
966;5;9,99;07/05/17
967;5;7,829;07/05/17
968;5;11,466;07/05/17
969;5;8,17;07/05/17
970;5;9,067;07/05/17
971;5;3,094;07/05/17
972;5;4,015;07/05/17
973;5;10,594;07/05/17
974;5;6,526;07/05/17
975;5;10,924;07/05/17
976;5;10,885;07/05/17
977;5;5,996;07/05/17
978;5;4,967;07/05/17
979;5;5,142;07/05/17
980;5;9,85;07/05/17
981;5;6,992;07/05/17
982;5;4,661;07/05/17
983;5;8,179;07/05/17
984;5;9,456;07/05/17
985;5;3,981;07/05/17
986;5;9,792;07/05/17
987;5;3,044;07/05/17
988;5;8,91;07/05/17
989;5;6,454;07/05/17
990;5;6,622;07/05/17
991;5;4,456;07/05/17
992;5;6,368;07/05/17
993;5;4,065;07/05/17
994;5;9,413;07/05/17
995;5;10,178;07/05/17
996;5;8,935;07/05/17
997;5;4,602;07/05/17
998;5;7,056;07/05/17
999;5;3,11;07/05/17
1000;5;7,332;07/05/17
