gully_id outlet_type node_id xcoord ycoord zcoord width length depth method weir_cd orifice_cd a_param b_param efficiency
30068 To_network 35 418972.587 4576676.295 49.490 0.475 0.975 0.800 W_O 1.600 0.700 0.000 0.000 90
30077 To_network 41 419253.060 4576615.611 35.320 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30079 To_network 43 419336.020 4576624.157 31.150 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30080 To_network 40 419234.432 4576646.482 36.210 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30081 To_network 40 419216.956 4576643.985 36.900 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30082 To_network 40 419211.195 4576595.591 38.360 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30083 To_network 101 419201.881 4576507.062 39.970 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30084 To_network 101 419224.446 4576508.310 39.330 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30085 To_network 88 419205.338 4576478.640 39.690 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30086 To_network 88 419200.441 4576491.506 40.010 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30087 To_network 87 419120.745 4576510.902 45.360 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30088 To_network 86 419089.443 4576503.221 47.200 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
30089 To_network 82 419059.821 4576502.837 48.610 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30090 To_network 82 418999.425 4576533.467 51.410 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30091 To_network 68 418958.233 4576560.352 53.300 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30092 To_network 67 418949.207 4576566.882 53.350 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30093 To_network 67 418951.607 4576572.067 52.420 0.295 0.565 0.800 W_O 1.600 0.700 0.000 0.000 90
30094 To_network 71 418975.612 4576620.268 49.650 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30095 To_network 71 418968.699 4576619.308 49.930 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30096 To_network 35 418975.540 4576655.675 49.410 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
30097 To_network 35 418982.165 4576655.291 48.930 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30098 To_network 31 418865.193 4576816.215 57.650 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30099 To_network 54 418922.703 4576804.383 54.550 0.475 0.975 0.800 W_O 1.600 0.700 0.000 0.000 90
30100 To_network 57 418942.248 4576801.013 53.670 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30101 To_network 58 418976.021 4576793.824 51.960 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
30102 To_network 59 419034.979 4576782.038 50.140 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30103 To_network 59 419041.412 4576784.342 49.810 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30104 To_network 59 419048.182 4576782.182 49.810 0.295 0.565 0.800 W_O 1.600 0.700 0.000 0.000 90
30105 To_network 59 419068.394 4576824.142 50.230 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30106 To_network 116 419078.476 4576827.119 50.070 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
30107 To_network 116 419071.850 4576836.625 50.400 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30108 To_network 61 419036.035 4576769.844 49.850 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30113 To_network 86 419094.367 4576505.791 46.990 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30114 To_network 80 419120.292 4576462.774 44.350 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30115 To_network 79 419105.505 4576427.247 44.070 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30120 To_network 68 418978.328 4576512.800 53.310 0.295 0.565 0.800 W_O 1.600 0.700 0.000 0.000 90
30121 To_network 68 418983.993 4576532.388 52.150 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30124 To_network 98 419201.909 4576395.224 39.900 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30125 To_network 97 419199.796 4576352.976 39.210 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30126 To_network 96 419216.407 4576315.624 37.270 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30127 To_network 98 419219.384 4576393.688 39.530 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30129 To_network 110 419226.946 4576433.776 39.140 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
30130 To_network 107 419355.611 4576511.936 30.950 0.475 0.975 0.800 W_O 1.600 0.700 0.000 0.000 90
30131 To_network 106 419382.689 4576539.541 29.490 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30132 To_network 45 419406.166 4576576.461 27.910 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30133 To_network 45 419411.639 4576571.948 27.650 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30134 To_network 46 418854.319 4576642.066 55.020 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30135 To_network 82 419022.257 4576526.171 50.180 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30136 To_network 84 419104.641 4576523.194 46.120 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
30913 To_network 31 418842.001 4576854.207 60.250 1.000 0.325 0.800 W_O 1.600 0.700 0.000 0.000 90
30914 To_network 125 419457.749 4576557.736 25.290 1.000 0.325 0.800 W_O 1.600 0.700 0.000 0.000 90
30915 To_network 125 419452.612 4576550.966 25.340 1.000 0.195 0.800 W_O 1.600 0.700 0.000 0.000 90
30917 To_network 39 419191.895 4576624.589 37.920 1.000 0.195 0.800 W_O 1.600 0.700 0.000 0.000 90
30918 To_network 59 419033.275 4576779.037 50.050 1.000 0.325 0.800 W_O 1.600 0.700 0.000 0.000 90
49812 To_network 18842 418508.580 4577581.405 36.780 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49813 To_network 18842 418518.491 4577582.852 36.910 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49814 To_network 18842 418501.779 4577622.282 38.240 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49815 To_network 18842 418511.618 4577623.873 38.150 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49816 To_network 18843 418601.331 4577602.458 33.940 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49817 To_network 18843 418615.222 4577605.208 34.090 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49818 To_network 18840 418593.806 4577648.038 37.140 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49819 To_network 18840 418607.408 4577650.353 37.030 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49820 To_network 18848 418488.177 4577581.043 38.220 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49821 To_network 18844 418637.939 4577596.526 32.380 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49822 To_network 18844 418640.254 4577580.030 32.370 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49823 To_network 20582 418690.609 4577605.497 30.970 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49824 To_network 20582 418693.937 4577589.291 30.770 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49825 To_network 20575 418699.291 4577623.873 31.580 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49826 To_network 18839 418692.056 4577672.347 34.530 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49827 To_network 18838 418681.348 4577729.503 37.040 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49828 To_network 18858 418672.088 4577787.960 37.570 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49829 To_network 18912 418668.326 4577811.980 37.170 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49830 To_network 18878 418657.618 4577874.779 34.820 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49831 To_network 18881 418651.251 4577901.403 34.030 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49832 To_network 18880 418640.833 4577961.887 31.770 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49833 To_network 18886 418638.229 4577986.196 30.940 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49834 To_network 18885 418629.257 4578044.075 29.450 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49983 To_network 18874 418446.495 4577939.649 33.270 1.000 0.475 0.800 W_O 1.600 0.700 0.000 0.000 90
49984 To_network 18870 418341.119 4577922.212 33.970 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49985 To_network 18868 418323.900 4577903.836 35.680 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49986 To_network 18861 418330.701 4577862.163 38.130 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
49987 To_network 18867 418335.766 4577832.355 39.740 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49988 To_network 18866 418348.499 4577793.721 42.480 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49989 To_network 18866 418366.731 4577760.296 44.610 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49990 To_network 18852 418394.223 4577717.755 45.760 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49991 To_network 18833 418431.411 4577679.989 43.600 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49992 To_network 18833 418434.305 4577664.796 44.410 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49993 To_network 18834 418485.672 4577687.224 42.820 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49994 To_network 18834 418487.409 4577673.767 42.840 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49995 To_network 18835 418533.856 4577695.038 41.510 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49996 To_network 18835 418536.316 4577681.870 41.540 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49999 To_network 18837 418610.546 4577706.469 39.070 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50000 To_network 18837 418613.151 4577690.697 39.270 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50001 To_network 18838 418672.332 4577716.308 37.150 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50002 To_network 18838 418675.515 4577701.549 37.200 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50003 To_network 18836 418584.356 4577738.447 39.990 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50004 To_network 18836 418592.170 4577739.894 39.980 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50005 To_network 18834 418486.540 4577722.675 43.020 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50006 To_network 18834 418493.341 4577723.977 42.900 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50007 To_network 18853 418393.211 4577747.273 44.970 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50008 To_network 18853 418391.908 4577757.402 44.670 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50010 To_network 18854 418435.028 4577755.666 43.710 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50011 To_network 18862 418473.952 4577773.753 42.480 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50012 To_network 18855 418493.486 4577765.505 42.230 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50013 To_network 18855 418492.039 4577772.595 41.990 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50014 To_network 18856 418540.513 4577781.132 41.030 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50015 To_network 18856 418541.525 4577774.476 41.010 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50016 To_network 18911 418586.092 4577792.564 39.900 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50017 To_network 18857 418591.301 4577782.435 39.840 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50018 To_network 18858 418635.434 4577797.628 38.320 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50019 To_network 18858 418636.881 4577790.683 38.830 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50020 To_network 18911 418575.240 4577799.075 39.610 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50021 To_network 18911 418584.211 4577801.101 39.390 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50022 To_network 18876 418567.137 4577845.089 38.040 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50023 To_network 18876 418575.963 4577846.680 38.150 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50024 To_network 18876 418550.063 4577888.498 37.310 1.000 0.124 0.800 W_O 1.600 0.700 0.000 0.000 90
50025 To_network 18960 418568.439 4577902.678 36.210 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50026 To_network 18877 418579.002 4577877.935 36.790 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50027 To_network 18877 418577.989 4577887.919 36.680 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50028 To_network 18878 418630.659 4577891.537 35.260 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50029 To_network 18878 418631.817 4577882.421 35.190 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50030 To_network 18876 418527.490 4577886.906 37.480 1.000 0.124 0.800 W_O 1.600 0.700 0.000 0.000 90
50031 To_network 18875 418513.599 4577874.173 37.470 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50032 To_network 18862 418467.730 4577814.123 40.680 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50033 To_network 18864 418466.283 4577827.002 40.250 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50034 To_network 18862 418477.135 4577820.924 40.470 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50035 To_network 18863 418419.690 4577816.005 41.670 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50036 To_network 18863 418420.558 4577810.217 41.850 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50037 To_network 18860 418380.188 4577801.535 42.770 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50038 To_network 18863 418370.204 4577804.718 42.590 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50039 To_network 18861 418378.596 4577813.111 42.000 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50040 To_network 18860 418378.596 4577763.335 44.440 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50041 To_network 18861 418361.956 4577848.272 38.890 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50042 To_network 18861 418371.795 4577850.153 38.770 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50043 To_network 18870 418355.010 4577909.769 33.870 1.000 0.325 0.800 W_O 1.600 0.700 0.000 0.000 90
50044 To_network 18865 418393.500 4577869.109 37.810 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50045 To_network 18865 418395.092 4577859.993 38.290 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50046 To_network 18864 418440.093 4577876.922 37.820 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50047 To_network 18864 418441.684 4577867.662 37.950 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50048 To_network 18864 418460.784 4577868.240 37.950 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50049 To_network 18864 418469.466 4577869.398 37.840 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50050 To_network 18874 418451.958 4577919.753 34.170 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50058 To_network 18871 418391.764 4577975.751 34.810 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50059 To_network 18872 418434.160 4578006.426 33.450 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50060 To_network 18887 418476.267 4578033.051 32.080 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50061 To_network 18883 418525.464 4578055.624 30.390 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50062 To_network 18884 418578.279 4578072.987 29.450 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50009 To_network 18854 418433.726 4577764.492 43.710 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50051 To_network 18874 418461.508 4577921.344 34.140 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50052 To_network 18879 418559.034 4577952.454 32.340 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50053 To_network 18882 418540.078 4578001.507 31.450 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50054 To_network 18882 418548.905 4578003.532 31.470 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50055 To_network 18872 418440.816 4577988.050 33.180 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50056 To_network 18872 418449.787 4577990.076 33.270 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
50057 To_network 18870 418342.566 4577944.785 36.660 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
10119 To_network 73 418938.384 4576452.404 52.840 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
10063 To_network 76 418940.661 4576439.176 51.980 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
10064 To_network 76 418919.825 4576437.352 52.980 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
10065 To_network 65 418881.033 4576462.317 55.690 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
10116 To_network 75 419066.233 4576368.291 43.690 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
10117 To_network 75 419071.899 4576365.603 43.310 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
10118 To_network 73 418932.959 4576456.101 53.070 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30009 To_network 34 418841.185 4576666.670 54.890 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
100012 To_network 20607 419018.117 4576678.191 47.400 0.364 0.780 0.800 W_O 1.600 0.700 0.000 0.000 90
100013 To_network 63 419026.748 4576651.486 46.400 0.364 0.780 0.800 W_O 1.600 0.700 0.000 0.000 90
30018 To_network 112 418926.282 4576934.563 59.040 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30122 To_network 98 419203.109 4576424.990 39.810 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30123 To_network 110 419220.584 4576425.471 39.570 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30128 To_network 110 419226.682 4576440.354 39.060 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
30014 To_network 48 418851.483 4576524.225 58.360 0.300 0.640 0.800 W_O 1.600 0.700 0.000 0.000 90
49998 To_network 18836 418586.092 4577689.973 40.020 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
49997 To_network 18836 418584.066 4577703.285 40.100 0.345 0.776 0.800 W_O 1.600 0.700 0.000 0.000 90
